id,original,revised,aligned,in_context_id_1,in_context_original_1,in_context_revised_1,in_context_aligned_1,in_context_explanation_1,in_context_id_2,in_context_original_2,in_context_revised_2,in_context_aligned_2,in_context_explanation_2,in_context_id_3,in_context_original_3,in_context_revised_3,in_context_aligned_3,in_context_explanation_3
fce_test_592,Hope we join the next pop concert together as a stuff and enjoy our time !,I hope we can join the next pop concert together as staff and enjoy our time !,{Hope=>I hope} we {=>can} join the next pop concert together as {a stuff=>staff} and enjoy our time !,fce_dev_324,Painting is something that I love and I am very good doing it .,"Painting is something that I love , and I am very good at it .","Painting is something that I love {=>,} and I am very good {doing=>at} it .","<explanation-1>A comma was inserted because it separates two complete and independent clauses.</explanation-1>
<explanation-2>""doing"" was replaced with ""at"" because the phrase ""I am good at"" is more common.</explanation-2>",wiki_test_845,"That season , his record was four wins and five losses with a 3.75 Earned Run Average and 79 strikeouts in 72 innings of work .","That season , his record was four wins and five losses with a 3.75 earned run average and 79 strikeouts in 72 innings of work .","That season , his record was four wins and five losses with a 3.75 {Earned Run Average=>earned run average} and 79 strikeouts in 72 innings of work .",<explanation-1>The capitalization is regularized.</explanation-1>,fce_dev_31,I am very indignatged because I wasted my time and it was a horrible evening so I would like you return my money and take notes of all these problems .,"I am very indignant because I wasted my time and it was a horrible evening , so I would like you to return my money and take notes of all these problems .","I am very {indignatged=>indignant} because I wasted my time and it was a horrible evening {=>,} so I would like you {=>to} return my money and take notes of all these problems .","<explanation-1>The misspelling ""idignatged"" was changed to ""indignant.""</explanation-1>
<explanation-2>A comma was inserted before the so-clause as it is a complete and independent clause.</explanation-2>
<explanation-3>""To"" is required before the infinitive after the phrase ""I would like...""</explanation-3>"
wiki_dev_400,"The Victorian gold rush , which occurred in Australia in 1851 soon after the California gold rush , was the first of a number of Australian gold rushes .","The Victorian gold rush , which occurred in Australia in 1851 soon after the California Gold Rush , was the first of a number of Australian gold rushes .","The Victorian gold rush , which occurred in Australia in 1851 soon after the California {gold rush=>Gold Rush} , was the first of a number of Australian gold rushes .",wiki_test_325,"There is no objective "" per se "" .","There is no objective "" per se .""","There is no objective "" per se {"" .=>.""}",<explanation-1>The period was put inside the quotations to follow certain style guides.</explanation-1>,wiki_dev_86,The New Zealand 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,New Zealand's 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,{The=>} New {Zealand=>Zealand's} 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,"<explanation-1>Removing the article and making ""New Zealand"" plural makes the sentence more natural sounding.</explanation-1>",fce_dev_530,If you are going shopping someone can easily steal your wallet which you are looking at some interesting things .,"If you are going shopping , someone can easily steal your wallet while you are looking at something interesting .","If you are going shopping {=>,} someone can easily steal your wallet {which=>while} you are looking at {some=>something} interesting {things=>} .","<explanation-1>A comma is inserted after an introductory phrase.</explanation-1>
<explanation-2>The spelling error was corrected.</explanation-2>
<explanation-3>""Something interesting"" is more natural and fluent.</explanation-3>"
fce_test_32,I am looking forward to hear from you as soon as possible .,I am looking forward to hearing from you as soon as possible .,I am looking forward to {hear=>hearing} from you as soon as possible .,fce_dev_579,"Firstly , I am a fan of Danny Brook so your advert attracted me but when I went there a different actor was in the musical show instead of him .","Firstly , I am a fan of Danny Brook , so your advertisement attracted me ; but when I went , there was a different actor in the musical show .","Firstly , I am a fan of Danny Brook {=>,} so your {advert=>advertisement} attracted me {=>;} but when I went {=>,} there {=>was} a different actor {was=>} in the musical show {instead of him=>} .","<explanation-1>The comma is inserted because two independent clauses are being joined by a coordinating conjunction.</explanation-1>
<explanation-2>In American English, 'advert' is not used as an abbreviated form of 'advertisement.' 'Ad' would be an alternative, abbreviated form that would work though.</explanation-2>
<explanation-3>The semicolon replaces the comma here because the two complex independent clauses are being joined without a coordinating conjunction (the but here applies to the structure within the second complex independent clause).</explanation-3>
<explanation-4>These different changes simplify the sentence structure to the benefit of the sentence.</explanation-4>",fce_test_594,"Thank you very much for many interesting positions in this schedule , especially the river trip to Greenwich , which , we are shure , will be very exciting .","Thank you very much for the many interesting activities in this schedule , especially the river trip to Greenwich , which , we are sure , will be very exciting .","Thank you very much for {=>the} many interesting {positions=>activities} in this schedule , especially the river trip to Greenwich , which , we are {shure=>sure} , will be very exciting .","<explanation-1>""The"" was inserted as the phrase after ""Thank you for"" typically uses ""the"" when its a noun.</explanation-1>
<explanation-2>""Activities"" collocates more frequently with ""schedule.""</explanation-2>
<explanation-3>The misspelling ""shure"" was corrected to ""sure.""</explanation-3>",fce_test_391,"I think that it will has a similar structure but it will include some new technological advantages like having all the house controlled by a computer so that , for example , we can turn on the lights of the bedroom just pressing a button while we are watching the TV sitting on the sofa .","I think that it will have a similar structure but will include some new technological advantages , like having the whole house controlled by a computer so that , for example , we can turn on the lights in the bedroom just by pressing a button while we are watching TV sitting on the sofa .","I think that it will {has=>have} a similar structure but {it=>} will include some new technological advantages {=>,} like having {all=>} the {=>whole} house controlled by a computer so that , for example , we can turn on the lights {of=>in} the bedroom just {=>by} pressing a button while we are watching {the=>} TV sitting on the sofa .","<explanation-1>""Have"" is required after the modal ""will.""</explanation-1>
<explanation-2>The subject ""it"" is required before ""will.""</explanation-2>
<explanation-3>A comma is inserted to mark the following clause as nonessential.</explanation-3>
<explanation-4>""All"" was replaced with ""whole"" to improve fluency.</explanation-4>
<explanation-5>""Of"" was replaced with ""in"" to improve fluency.</explanation-5>
<explanation-6>""By"" was inserted to improve clarity and fluency.</explanation-6>
<explanation-7>""The"" was removed as it is unnecessary in the set phrase ""watching TV.""</explanation-7>"
fce_dev_133,"The first thing I do every day , when I get up , is to prepare fantastic cappuccino with my coffe machine .","The first thing I do every day , when I get up , is to prepare a fantastic cappuccino with my coffee machine .","The first thing I do every day , when I get up , is to prepare {=>a} fantastic cappuccino with my {coffe=>coffee} machine .",fce_dev_544,I am writing this letter to complane about the Circle Theatre .,I am writing this letter to complain about the Circle Theater .,I am writing this letter to {complane=>complain} about the Circle {Theatre=>Theater} .,"<explanation-1>This edit corrects the spelling of 'complain.'</explanation-1>
<explanation-2>This edit incorrectly changes the spelling of 'Theatre' even though in this case it is part of a proper noun.</explanation-2>",fce_test_215,I learnt from you letter that I 've won the first prize .,I learned from your letter that I 've won the first prize .,I {learnt=>learned} from {you=>your} letter that I 've won the first prize .,"<explanation-1>'Learned' is the correct spelling of 'learn' in the past tense.</explanation-1>
<explanation-2>The possessive 'your' is meant here instead of the pronoun 'you.'</explanation-2>",wiki_test_769,"Ray Stantz owns an science / occult book shop in Manhattan , and along with Winston Zeddmore they put on special appearances at children 's birthday parties .","Ray Stantz owns a science / occult book shop in Manhattan , and, along with Winston Zeddmore, they put on special appearances at children 's birthday parties .","Ray Stantz owns {an=>a} science / occult book shop in Manhattan , {and=>and,} along with Winston {Zeddmore=>Zeddmore,} they put on special appearances at children 's birthday parties .","<explanation-1>Because the  following word does not begin with a vowel sound, 'a' is the correct form of the article here.</explanation-1>
<explanation-2>Because the phrase being punctuated here is parenthetical, it is set off with commas.</explanation-2>"
wiki_dev_717,"After a battle ensued for half an an hour Rua was arrested and transported to Rotorua , his hair and beard removed .","After a battle ensued for half an hour , Rua was arrested and transported to Rotorua , his hair and beard removed .","After a battle ensued for half an {an=>} hour {=>,} Rua was arrested and transported to Rotorua , his hair and beard removed .",fce_dev_780,"Secondly , I would like to tell more about end-of-conference party .","Secondly , I would like to tell you more about the end-of-conference party .","Secondly , I would like to tell {=>you} more about {=>the} end-of-conference party .","<explanation-1>""you"" is added because ""tell"" requires a direct object.</explanation-1>
<explanation-2>""the"" was added because an article is needed in this noun phrase.</explanation-2>",fce_test_746,The restaurant should open until the show finish .,The restaurant should be open until the show is finished .,The restaurant should {=>be} open until the show {finish=>is finished} .,"<explanation-1>This edit inserts 'be' because the restaurant will be in the state of being open for that duration.</explanation-1>
<explanation-2>'Finish' here needs to be corrected to either 'is finished' or 'finishes' to be grammatical.</explanation-2>",wiki_test_537,"A similar sentence with visual predicates is claimed to be , "" I can see it clearly "" , or with auditory predicates , "" That sounds right to me .","A similar sentence with visual predicates is claimed to be , "" I can see it clearly ,"" or with auditory predicates , "" That sounds right to me. ""","A similar sentence with visual predicates is claimed to be , "" I can see it clearly {"" ,=>,""} or with auditory predicates , "" That sounds right to {me .=>me. ""}",<explanation-1>Putting the comma and period inside the quotations follows American English rules.</explanation-1>
fce_test_339,"I am writing to you regarding the letter you sent me , about the two weeks at Camp California that I won .",I am writing to you regarding the letter you sent me about the two weeks I won at Camp California .,"I am writing to you regarding the letter you sent me {,=>} about the two weeks {=>I won} at Camp California {that I won=>} .",fce_dev_620,"However , something wrong came up again .","However , something else happened .","However , something {wrong came up again=>else happened} .","<explanation-1>The phrase ""wrong came up again"" was changed to ""else happened"" to improve fluency.</explanation-1>",wiki_dev_59,"His appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester .","With his appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester .","{His=>With his} appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester .","<explanation-1>""With"" was added to make the sentence grammatical.</explanation-1>",fce_test_630,First of all I recommend you to go on the 8 a.m. boat .,"First of all , I recommend you go on the 8 a.m. boat .","First of all {=>,} I recommend you {to=>} go on the 8 a.m. boat .","<explanation-1>A comma was added to adhere to English grammar rules.</explanation-1>
<explanation-2>""to"" was deleted because it is not needed before the verb ""go.""</explanation-2>"
wiki_dev_348,"Back in The Suicide Room he shows Sylwia a golden tree were she talks of her favorite love story a couple , assumed to be that of the death of Adolf Hitler and his wife , who killed themselves together with pills and alcohol in her story .","Back in The Suicide Room , he shows Sylwia a golden tree where she talks of her favorite love story , a couple , assumed to be that of the death of Adolf Hitler and his wife , who killed themselves together with pills and alcohol in her story .","Back in The Suicide Room {=>,} he shows Sylwia a golden tree {were=>where} she talks of her favorite love story {=>,} a couple , assumed to be that of the death of Adolf Hitler and his wife , who killed themselves together with pills and alcohol in her story .",fce_test_248,The party it will be nice .,The party will be nice .,The party {it=>} will be nice .,"<explanation-1>The ""it"" was removed because it is redundant.</explanation-1>",fce_dev_347,"Then the show was suppost to start at 19.30 hours but it started at 20 : 15 , more than half an hour later .","Then the show was supposed to start at 19 : 30 hours but it started at 20 : 15 , more than half an hour later .","Then the show was {suppost=>supposed} to start at {19.30=>19 : 30} hours but it started at 20 : 15 , more than half an hour later .","<explanation-1>The spelling of ""suppost"" was corrected to ""supposed.""</explanation-1>
<explanation-2>The format of ""19.30"" was corrected to ""19:30"" to match American English standards.</explanation-2>",wiki_test_822,"Some Contestants ' Row displays even have video screens ( as used on the UK 's "" Bruce 's Price is Right "" and the recent Australian version in 2003 ) to display bids instead of toteboards ( the traditional toteboard on the US version was manufactured in the 1970 's , and is no longer manufactured ) .","Some Contestants ' Row displays even have video screens ( as used on the UK 's "" Bruce 's Price is Right "" and the recent Australian version in 2003 ) to display bids instead of tote boards ( the traditional tote board on the US version was manufactured in the 1970 's , and is no longer being manufactured ) .","Some Contestants ' Row displays even have video screens ( as used on the UK 's "" Bruce 's Price is Right "" and the recent Australian version in 2003 ) to display bids instead of {toteboards=>tote boards} ( the traditional {toteboard=>tote board} on the US version was manufactured in the 1970 's , and is no longer {=>being} manufactured ) .","<explanation-1>'Tote boards' should be spelled as two words.</explanation-1>
<explanation-2>'Tote board' should be spelled as two words.</explanation-2>
<explanation-3>This verb construction fits the context better than the original.</explanation-3>"
wiki_dev_845,"When at home , Artax frequently uses Nodwick as a laboratory assistant ( or Guinea pig ) .","When at home , Artax frequently uses Nodwick as a laboratory assistant ( or guinea pig ) .","When at home , Artax frequently uses Nodwick as a laboratory assistant ( or {Guinea=>guinea} pig ) .",wiki_dev_291,"Hitler 's opinion was that abstract , Dadaist , expressionist , and modern art were decadent , an opinion that became the basis for policy .","Hitler 's opinion was that abstract , dadaist , expressionist , and modern art were decadent , an opinion that became the basis for policy .","Hitler 's opinion was that abstract , {Dadaist=>dadaist} , expressionist , and modern art were decadent , an opinion that became the basis for policy .","<explanation-1>""Dadaist"" was de-capitalized to adhere to certain capitalization rules.</explanation-1>",fce_dev_193,We hope to see you at the party and have a wonderfull time together .,We hope to see you at the party and have a wonderful time together .,We hope to see you at the party and have a {wonderfull=>wonderful} time together .,"<explanation-1>The second ""l"" was removed to correct a spelling error.</explanation-1>",fce_test_630,First of all I recommend you to go on the 8 a.m. boat .,"First of all , I recommend you go on the 8 a.m. boat .","First of all {=>,} I recommend you {to=>} go on the 8 a.m. boat .","<explanation-1>A comma was added to adhere to English grammar rules.</explanation-1>
<explanation-2>""to"" was deleted because it is not needed before the verb ""go.""</explanation-2>"
fce_test_705,"I 've never been to California , therefore please let me know about the weather there .","I 've never been to California , so please let me know about the weather there .","I 've never been to California , {therefore=>so} please let me know about the weather there .",fce_dev_624,My wife an I spent a couple of days in London two weeks ago .,My wife and I spent a couple of days in London two weeks ago .,My wife {an=>and} I spent a couple of days in London two weeks ago .,"<explanation-1>The misspelling ""an"" was corrected to ""and.""</explanation-1>",wiki_dev_781,"From March to the current day , he has been involved in a feud with Sting .","From March to today , he has been involved in a feud with Sting .","From March to {the current day=>today} , he has been involved in a feud with Sting .","<explanation-1>""The current day"" was changed to ""today"" as it is more concise.</explanation-1>",wiki_dev_379,He started to shine in 2003-04 season with Persepolis where he was used as the defensive midfielder and moved to Esteghlal Ahvaz where he stayed for 4 seasons and had excellent season in 2007-08 seasons where he played the most minuted in the league than any other payer in the league .,"He started to shine in the 2003-04 season with Persepolis , where he was used as the defensive midfielder , and moved to Esteghlal Ahvaz , where he stayed for 4 seasons , and had excellent seasons in 2007-08 , where he played the most minutes of any player in the league .","He started to shine in {=>the} 2003-04 season with Persepolis {=>,} where he was used as the defensive midfielder {=>,} and moved to Esteghlal Ahvaz {=>,} where he stayed for 4 seasons {=>,} and had excellent {season=>seasons} in 2007-08 {seasons=>,} where he played the most {minuted in the league than=>minutes of} any {other payer=>player} in the league .","<explanation-1>An article is needed before ""season.""</explanation-1>
<explanation-2>A comma was correctly added before a conjunction that conjoins two independent clauses.</explanation-2>
<explanation-3>Two commas were added after phrases that provides more information.</explanation-3>
<explanation-4>Corrects a spelling error.</explanation-4>
<explanation-5>Corrects a spelling error.</explanation-5>"
fce_test_329,"I went to the theatre last weekend to see "" Over the rainbow ' .","I went to the theatre last weekend to see "" Over the Rainbow . ""","I went to the theatre last weekend to see "" Over the {rainbow '=>Rainbow} . {=>""}",fce_test_348,I was excited that I had a closer look at so many famous pop stars .,I was excited to get a closer look at so many famous pop stars .,I was excited {that I had=>to get} a closer look at so many famous pop stars .,<explanation-1>This is a style edit that simplifies the phrase's structure.</explanation-1>,wiki_test_843,"Sexes are similar , but immatures are paler and duller .","The sexes are similar , but the more immature are paler and duller .","{Sexes=>The sexes} are similar , but {immatures=>the more immature} are paler and duller .","<explanation-1>The addition of the article ""the"" is corrected here because something specific is being referred to.</explanation-1>
<explanation-2>""the more immature"" is a correction for a spelling error.</explanation-2>",fce_dev_447,"In our class , we do n't have problem with students who dislike to work , because we are all there for the same reasons and nobody wants to say there years and years .","In our class , we do n't have any problems with students who dislike working , because we are all there for the same reasons , and nobody wants to stay there years and years .","In our class , we do n't have {problem=>any problems} with students who dislike {to work=>working} , because we are all there for the same reasons {=>,} and nobody wants to {say=>stay} there years and years .","<explanation-1>""any problems"" was added to match the sentence.</explanation-1>
<explanation-2>""to work"" was corrected to ""working"" because ""dislike"" requires a direct object.</explanation-2>
<explanation-3>A comma was added before a conjunction to conjoin two independent clauses.</explanation-3>
<explanation-4>Spelling of ""say"" was corrected to ""stay.""</explanation-4>"
fce_dev_43,"But so , I think it was for the best , he was also in love with me .","But , I think it was for the best ; he was also in love with me .","But {so=>} , I think it was for the best {,=>;} he was also in love with me .",wiki_test_627,"Later , a new law was proposed in 1998 , specifing that a lawyer who was once a judge or a prosecutor must not serve as a lawyer within two years at criminal trials of a court of which he was a member directly before .","Later , a new law was proposed in 1998 , specifying that a lawyer who was once a judge or a prosecutor must not serve as a lawyer , within two years , at criminal trials of a court of which he was a member directly before .","Later , a new law was proposed in 1998 , {specifing=>specifying} that a lawyer who was once a judge or a prosecutor must not serve as a lawyer {=>,} within two years {=>,} at criminal trials of a court of which he was a member directly before .","<explanation-1>The spelling of 'specifying' is corrected.</explanation-1>
<explanation-2>This parenthetical is set off with commas.</explanation-2>",fce_dev_836,"I usually stay a tent during camping . Actually , I do n't like tent so much .","I usually stay in a tent during camping . Actually , I do n't like the tent so much .","I usually stay {=>in} a tent during camping . Actually , I do n't like {=>the} tent so much .","<explanation-1>'Stay' needs a preposition and cannot take a noun as a direct object because it is intransitive.</explanation-1>
<explanation-2>'Tent' either needs this article or to be made plural.</explanation-2>",wiki_test_558,"With modern overdamped , stiffly spring , suspensions this is less likely to be effective .","With modern , overdamped , stiffly sprung suspensions , this is less likely to be effective .","With modern {=>,} overdamped , stiffly {spring=>sprung suspensions} , {suspensions=>} this is less likely to be effective .","<explanation-1>A comma was added to follow grammar rules for lists in English.</explanation-1>
<explanation-2>""sprung suspensions"" corrects ""spring"" because of ""stiffly,"" and ""suspensions"" was deleted because it was replaced.</explanation-2>"
fce_test_455,It was said that it would start at 19.30 but it was not .,It was said that it would start at 19 : 30 but it did not .,It was said that it would start at {19.30=>19 : 30} but it {was=>did} not .,wiki_dev_239,The battalion 's original organisation and tactics were based around Communist Chinese precepts Carlson had witnessed while he was an observer with the Communists during the Second Sino-Japanese War between 1937-38 .,The battalion 's original organization and tactics were based around Communist Chinese precepts Carlson had witnessed while he was an observer with the Communists during the second Sino-Japanese War between 1937-1938 .,The battalion 's original {organisation=>organization} and tactics were based around Communist Chinese precepts Carlson had witnessed while he was an observer with the Communists during the {Second=>second} Sino-Japanese War between {1937-38=>1937-1938} .,"<explanation-1>""organisation"" was changed to ""organization"" which is the American English spelling.</explanation-1>
<explanation-2>De-capitalizing ""Second"" is incorrect because ""Second Sino-Japanese War"" is a proper noun.</explanation-2>
<explanation-3>Changing ""1937-38"" to ""1937-1938"" makes the text more readable and easier to understand.</explanation-3>",wiki_dev_315,"Driscoll suggests to going to Whitewood , where the events surrounding Elizabeth Selwyn actually happened , and suggests she stay at a hotel call the Raven 's Inn .","Driscoll suggests going to Whitewood , where the events surrounding Elizabeth Selwyn actually happened , and suggests she stay at a hotel called the Raven 's Inn .","Driscoll suggests {to=>} going to Whitewood , where the events surrounding Elizabeth Selwyn actually happened , and suggests she stay at a hotel {call=>called} the Raven 's Inn .","<explanation-1>This 'to' is ungrammatical with 'going.'</explanation-1>
<explanation-2>The past participle 'called' should be used in this context instead of 'call.'</explanation-2>",fce_dev_544,I am writing this letter to complane about the Circle Theatre .,I am writing this letter to complain about the Circle Theater .,I am writing this letter to {complane=>complain} about the Circle {Theatre=>Theater} .,"<explanation-1>This edit corrects the spelling of 'complain.'</explanation-1>
<explanation-2>This edit incorrectly changes the spelling of 'Theatre' even though in this case it is part of a proper noun.</explanation-2>"
wiki_dev_585,"While initial reception toward the film was mixed , Dumb and Dumber has since obtained a cult following .","While initial reception toward the film was mixed , "" Dumb and Dumber "" has since obtained a cult following .","While initial reception toward the film was mixed , {=>""} Dumb and Dumber {=>""} has since obtained a cult following .",wiki_test_416,The Building 's original cost of $ 200 million was increased to $ 350 million over the course of construction .,The building 's original cost of $ 200 million was increased to $ 350 million over the course of construction .,The {Building=>building} 's original cost of $ 200 million was increased to $ 350 million over the course of construction .,"<explanation-1>""building"" was de-capitalized to follow capitalization rules for common nouns in English.</explanation-1>",fce_test_314,"I would like to stress that very often famous people become reserved , bad-tempered and angry with the world for interfering into their lives .","I would like to stress that very often famous people become reserved , bad-tempered , and angry with the world for interfering in their lives .","I would like to stress that very often famous people become reserved , bad-tempered {=>,} and angry with the world for interfering {into=>in} their lives .","<explanation-1>A comma was added to a list to adhere to certain grammar or style guide rules.</explanation-1>
<explanation-2>""into"" is not the correct preposition so it was changed to ""in.""</explanation-2>",fce_dev_324,Painting is something that I love and I am very good doing it .,"Painting is something that I love , and I am very good at it .","Painting is something that I love {=>,} and I am very good {doing=>at} it .","<explanation-1>A comma was inserted because it separates two complete and independent clauses.</explanation-1>
<explanation-2>""doing"" was replaced with ""at"" because the phrase ""I am good at"" is more common.</explanation-2>"
fce_dev_228,And I 'd like to know about what kind of clothes to take and how much money to take too .,And I 'd like to know what kind of clothes to take and how much money to take too .,And I 'd like to know {about=>} what kind of clothes to take and how much money to take too .,wiki_test_662,"Two predictor circuits may overlap , with tuned circuits used for one predictor to jump over the over .",Two predictor circuits may overlap with tuned circuits used for one predictor to jump over the other .,"Two predictor circuits may overlap {,=>} with tuned circuits used for one predictor to jump over the {over=>other} .","<explanation-1>The comma was deleted because the following information is essential to the main clause.</explanation-1>
<explanation-2>""Over"" was corrected to ""other"" as ""over the other"" is a common phrase.</explanation-2>",wiki_test_898,Mulcair later clarified that he had actually been referring to the rumoured existence of pictures showing Bin Laden reaching for a gun before he was killed .,Mulcair later clarified that he had actually been referring to the rumored existence of pictures showing Bin Laden reaching for a gun before he was killed .,Mulcair later clarified that he had actually been referring to the {rumoured=>rumored} existence of pictures showing Bin Laden reaching for a gun before he was killed .,<explanation-1>'Rumoured' is replaced with 'rumored' to reflect American English spelling conventions.</explanation-1>,fce_dev_780,"Secondly , I would like to tell more about end-of-conference party .","Secondly , I would like to tell you more about the end-of-conference party .","Secondly , I would like to tell {=>you} more about {=>the} end-of-conference party .","<explanation-1>""you"" is added because ""tell"" requires a direct object.</explanation-1>
<explanation-2>""the"" was added because an article is needed in this noun phrase.</explanation-2>"
wiki_test_731,"The Narrator gets fashion advice from Mme de Guermantes , and encounters Charlus and Morel visiting Jupien and her niece , who is being married off to Morel despite his cruelty towards her .","The narrator gets fashion advice from Mme. de Guermantes and encounters Charlus and Morel visiting Jupien and her niece , who is being married off to Morel despite his cruelty towards her .","The {Narrator=>narrator} gets fashion advice from {Mme=>Mme.} de Guermantes {,=>} and encounters Charlus and Morel visiting Jupien and her niece , who is being married off to Morel despite his cruelty towards her .",wiki_test_122,"The Acorn to Oak ( Bellota A Roble ) project was started on March 24 , 2006 to ultimately establish a private , Latter-day Saint university in Latin America .","The Acorn to Oak ( Bellota A Roble ) project was started on March 24 , 2006 , to ultimately establish a private , Latter-day Saint university in Latin America .","The Acorn to Oak ( Bellota A Roble ) project was started on March 24 , 2006 {=>,} to ultimately establish a private , Latter-day Saint university in Latin America .",<explanation-1>A comma was added after the year in the date to adhere to grammar rules.</explanation-1>,wiki_dev_683,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds , but remained alive .",The first attempt at execution failed : Kemmler was electrocuted for 17 seconds but remained alive .,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds {,=>} but remained alive .",<explanation-1>The comma isn't necessary here because what follows is a dependent clause.</explanation-1>,wiki_dev_82,"Israel Kamakawiwoʻole 's album "" Facing Future "" , released in 1993 , included an ukulele medley of "" Over the Rainbow "" and "" What a Wonderful World "" .","Israel Kamakawiwo'ole 's album "" Facing Future, "" released in 1993 , included a ukulele medley of "" Over the Rainbow "" and "" What a Wonderful World. ""","Israel {Kamakawiwoʻole=>Kamakawiwo'ole} 's album "" Facing {Future=>Future,} "" {,=>} released in 1993 , included {an=>a} ukulele medley of "" Over the Rainbow "" and "" What a Wonderful {World=>World.} "" {.=>}","<explanation-1>The closing quote in the name was corrected to be an apostrophe.</explanation-1>
<explanation-2>The comma and period were put inside the quotations to follow certain style guide rules.</explanation-2>"
fce_dev_341,"Because last time I was in a tent , I found it really uncomfortable and when it rained in the night I could n't got to sleep because of the sound of water hitting the tent .","The last time I was in a tent , I found it really uncomfortable , and when it rained at night I could n't sleep because of the sound of water hitting the tent .","{Because=>The} last time I was in a tent , I found it really uncomfortable {=>,} and when it rained {in the=>at} night I could n't {got to=>} sleep because of the sound of water hitting the tent .",fce_test_588,It was unbelievable and tiring as well .,"It was unbelievable , and tiring as well .","It was unbelievable {=>,} and tiring as well .",<explanation-1>A comma was inserted to mark the following clause as nonessential.</explanation-1>,wiki_dev_683,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds , but remained alive .",The first attempt at execution failed : Kemmler was electrocuted for 17 seconds but remained alive .,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds {,=>} but remained alive .",<explanation-1>The comma isn't necessary here because what follows is a dependent clause.</explanation-1>,wiki_test_178,"He is known for his zany stage show , where he has played the vacum , jumped rope with his microphone wire and stopped songs to tell the audiences his thoughts on different topics .","He is known for his zany stage show , where he has played the vacuum , jumped rope with his microphone wire , and stopped songs to tell the audience his thoughts on different topics .","He is known for his zany stage show , where he has played the {vacum=>vacuum} , jumped rope with his microphone wire {=>,} and stopped songs to tell the {audiences=>audience} his thoughts on different topics .","<explanation-1>'Vacuum' is spelled with two u's.</explanation-1>
<explanation-2>This edit inserts an Oxford comma.</explanation-2>
<explanation-3>The singular form of the word is more typical in this context.</explanation-3>"
wiki_dev_32,"Cox is described in interviews as a former Jehovah 's Witness and porn star , and his writing style has drawn comparisons to American authors Dennis Cooper and Chuck Palahniuk .",Cox is described in interviews as a former Jehovah 's Witness and porn star . His writing style has drawn comparisons to American authors Dennis Cooper and Chuck Palahniuk .,"Cox is described in interviews as a former Jehovah 's Witness and porn star {, and his=>. His} writing style has drawn comparisons to American authors Dennis Cooper and Chuck Palahniuk .",fce_test_639,Every person in the world looks for technology everyday to improve the way they live their own life .,Every person in the world looks to technology everyday to improve the way they live their own life .,Every person in the world looks {for=>to} technology everyday to improve the way they live their own life .,"<explanation-1>""For"" was replaced with ""to"" as the set phrase ""look to"" fits the meaning of ""rely on"" that is implied by the sentence.</explanation-1>",fce_dev_49,"Another example , the internet .",Another example is the internet .,"Another example {,=>is} the internet .","<explanation-1>The comma was changed to ""is"" to make a complete sentence.</explanation-1>",wiki_test_802,""" Since 2001 this petition has generated signatures from 400 scientists from around the world , which unfortunatley only contains 73 biologists .","Since 2001 this petition has generated signatures from 400 scientists from around the world , which unfortunately only contains 73 biologists .","{""=>} Since 2001 this petition has generated signatures from 400 scientists from around the world , which {unfortunatley=>unfortunately} only contains 73 biologists .","<explanation-1>The quote was removed as there is no quotation.</explanation-1>
<explanation-2>The spelling mistake ""unfortunatley"" was corrected to ""unfortunately.""</explanation-2>"
fce_dev_171,I remember in August 1997 Princess Diana died in the car crash was one of the most disarster examples .,"I remember in August 1997 Princess Diana died in a car crash , which was one of the worst examples .","I remember in August 1997 Princess Diana died in {the=>a} car crash {=>, which} was one of the {most disarster=>worst} examples .",wiki_dev_86,The New Zealand 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,New Zealand's 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,{The=>} New {Zealand=>Zealand's} 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,"<explanation-1>Removing the article and making ""New Zealand"" plural makes the sentence more natural sounding.</explanation-1>",fce_dev_86,"Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody who wanted go in .","Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody in .","Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody {who wanted go=>} in .",<explanation-1>This style edit reduces the complexity of the phrase.</explanation-1>,wiki_test_653,"The metric system of Old English poetry was different from that modern English , and more related to the verse forms of most of the older Germanic languages .",The metric system of Old English poetry was different from that of modern English and more related to the verse forms of most of the older Germanic languages .,"The metric system of Old English poetry was different from that {=>of} modern English {,=>} and more related to the verse forms of most of the older Germanic languages .","<explanation-1>When contrasting in this form, ""of"" is needed.</explanation-1>
<explanation-2>The comma was removed because the conjunction ""and"" is not being used to conjoin two independent clauses in this sentence.</explanation-2>"
