id,original,revised,aligned,in_context_id_1,in_context_original_1,in_context_revised_1,in_context_aligned_1,in_context_explanation_1,in_context_id_2,in_context_original_2,in_context_revised_2,in_context_aligned_2,in_context_explanation_2,in_context_id_3,in_context_original_3,in_context_revised_3,in_context_aligned_3,in_context_explanation_3
fce_dev_737,"So please , it would be fair , that you give my money back .","So please , it would be fair for you to give me my money back .","So please , it would be fair {, that=>for} you {=>to} give {=>me} my money back .",wiki_dev_438,"The centre basically provides training in the hospitality sector to women who might not have that opportunity , plus her end-of-the-day product is graciously given to a local YWCA women 's shelter or Out of the Cold Program .",The center basically provides training in the hospitality sector to women who might not have that opportunity ; plus her end-of-the-day product is graciously given to a local YWCA women 's shelter or Out of the Cold Program .,"The {centre=>center} basically provides training in the hospitality sector to women who might not have that opportunity {,=>;} plus her end-of-the-day product is graciously given to a local YWCA women 's shelter or Out of the Cold Program .","<explanation-1>'Centre' was rewritten as 'center' to use the American English spelling.</explanation-1>
<explanation-2>The comma was replaced with a semicolon because the two joined clauses are  independent clauses and there is no coordinating conjunction.</explanation-2>",wiki_dev_267,"An example of this cross referencing is that on the cover of the MEN everyday , there is a reference to a news feature or programme on Channel M that evening .","An example of this cross-referencing is that on the cover of ""MEN"" every day . There is a reference to a news feature or program on Channel M that evening .","An example of this {cross referencing=>cross-referencing} is that on the cover of {the MEN everyday , there=>""MEN"" every day . There} is a reference to a news feature or {programme=>program} on Channel M that evening .","<explanation-1>This noun needs to be hyphenated.</explanation-1>
<explanation-2>'MEN' is put in quotation marks here because it is a publication; the period replaces the comma here because the two independent clauses are being joined without coordinating conjunction; alternatively, a semicolon could be used.</explanation-2>
<explanation-3>This edit changes the word to reflect the American English  spelling.</explanation-3>",wiki_test_28,"He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is trully retired .","He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória , and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is truly retired .","He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória {=>,} and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is {trully=>truly} retired .","<explanation-1>Here, an Oxford comma is added.</explanation-1>
<explanation-2>This edit corrects the spelling of 'truly.'</explanation-2>"
wiki_test_241,He is represented by the William Morris Endeavor .,He is represented by William Morris Endeavor .,He is represented by {the=>} William Morris Endeavor .,fce_test_452,Sometimes it is necessary and sometimes not and overall it is not always enjoyable .,"Sometimes it is necessary and sometimes not , and overall , it is not always enjoyable .","Sometimes it is necessary and sometimes not {=>,} and overall {=>,} it is not always enjoyable .",<explanation-1>Commas were added to adhere to  grammar rules that a comma should be added before a conjunction and before relative clauses.</explanation-1>,wiki_test_28,"He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is trully retired .","He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória , and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is truly retired .","He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória {=>,} and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is {trully=>truly} retired .","<explanation-1>Here, an Oxford comma is added.</explanation-1>
<explanation-2>This edit corrects the spelling of 'truly.'</explanation-2>",fce_dev_544,I am writing this letter to complane about the Circle Theatre .,I am writing this letter to complain about the Circle Theater .,I am writing this letter to {complane=>complain} about the Circle {Theatre=>Theater} .,"<explanation-1>This edit corrects the spelling of 'complain.'</explanation-1>
<explanation-2>This edit incorrectly changes the spelling of 'Theatre' even though in this case it is part of a proper noun.</explanation-2>"
fce_test_596,"In general , the rules at private schools are much harder than the ones at state schools .","In general , the rules at private schools are much stricter than the ones at state schools .","In general , the rules at private schools are much {harder=>stricter} than the ones at state schools .",fce_test_391,"I think that it will has a similar structure but it will include some new technological advantages like having all the house controlled by a computer so that , for example , we can turn on the lights of the bedroom just pressing a button while we are watching the TV sitting on the sofa .","I think that it will have a similar structure but will include some new technological advantages , like having the whole house controlled by a computer so that , for example , we can turn on the lights in the bedroom just by pressing a button while we are watching TV sitting on the sofa .","I think that it will {has=>have} a similar structure but {it=>} will include some new technological advantages {=>,} like having {all=>} the {=>whole} house controlled by a computer so that , for example , we can turn on the lights {of=>in} the bedroom just {=>by} pressing a button while we are watching {the=>} TV sitting on the sofa .","<explanation-1>""Have"" is required after the modal ""will.""</explanation-1>
<explanation-2>The subject ""it"" is required before ""will.""</explanation-2>
<explanation-3>A comma is inserted to mark the following clause as nonessential.</explanation-3>
<explanation-4>""All"" was replaced with ""whole"" to improve fluency.</explanation-4>
<explanation-5>""Of"" was replaced with ""in"" to improve fluency.</explanation-5>
<explanation-6>""By"" was inserted to improve clarity and fluency.</explanation-6>
<explanation-7>""The"" was removed as it is unnecessary in the set phrase ""watching TV.""</explanation-7>",fce_test_558,On top of this we intend to go to the theatre restaurant which was closed because of building activities .,"On top of this , we intended on going to the theater restaurant which was closed because of building activities .","On top of this {=>,} we {intend to go=>intended on going} to the {theatre=>theater} restaurant which was closed because of building activities .","<explanation-1>The prepositional phrase requires a comma at the beginning of the sentence.</explanation-1>
<explanation-2>The British spelling ""theatre"" was changed to the standard American spelling.</explanation-2>",wiki_dev_528,"Goldsmith stood no chance of victory , but the declaration made one a memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith who clapped his hands slowly and chanted "" out , out , out !","Goldsmith stood no chance of victory , but the declaration created one memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith , who clapped his hands slowly and chanted, "" Out , out , out ! ""","Goldsmith stood no chance of victory , but the declaration {made=>created} one {a=>} memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith {=>,} who clapped his hands slowly and {chanted=>chanted,} "" {out=>Out} , out , out ! {=>""}","<explanation-1>This edit replaces 'created' for 'made' for stylistic reasons.</explanation-1>
<explanation-2>'A' is deleted here because it cannot coexist grammatically with 'one' in this context.</explanation-2>
<explanation-3>This edit adds a comma because the following is a nonrestrictive clause.</explanation-3>
<explanation-4>Because what follows is a quotation, there needs to be a comma here.</explanation-4>
<explanation-5>Because this is the start of a quote, it is capitalized.</explanation-5>
<explanation-6>This quote needs closing quotation marks to be grammatical.</explanation-6>"
wiki_dev_905,"It not only clutters up the article but proves rather unsubstantial information , that can be found on other official websites that specialize in statistics ( ex baseball-reference.com , mlb.com , or espn.com ) .","It not only clutters up the article but also proves to be rather unsubstantial information that can be found on other official websites that specialize in statistics ( ex baseball-reference.com , mlb.com , or espn.com ) .","It not only clutters up the article but {=>also} proves {=>to be} rather unsubstantial information {,=>} that can be found on other official websites that specialize in statistics ( ex baseball-reference.com , mlb.com , or espn.com ) .",fce_dev_158,"On the other hand , people will still be living in a building which is constructed for a "" family "" .","On the other hand , people will still be living in a building constructed for a "" family . ""","On the other hand , people will still be living in a building {which is=>} constructed for a "" family {=>.} "" {.=>}","<explanation-1>""Which is"" was removed to improve conciseness and fluency.</explanation-1>
<explanation-2>Periods go inside quotations in standard American English.</explanation-2>",wiki_dev_165,"Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild wet winters and hot , dry summers .","Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild , wet winters and hot , dry summers .","Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild {=>,} wet winters and hot , dry summers .",<explanation-1>A comma is inserted here because the two adjectives are interchangeable in terms of order.</explanation-1>,fce_dev_507,"Firstly , I would like to thank you for the programme that you provided .","First , I would like to thank you for the program that you provided .","{Firstly=>First} , I would like to thank you for the {programme=>program} that you provided .","<explanation-1>Both ""firstly"" and ""first"" work but the latter is more concise and is often used to introduce lists.</explanation-1>
<explanation-2>The British spelling was changed to the American spelling ""program.""</explanation-2>"
fce_dev_415,"Nowadays , however , the whole world is connected by a telephone system and no one could imagine life without it .","Nowadays , however , the whole world is connected by a telephone system , and no one could imagine life without it .","Nowadays , however , the whole world is connected by a telephone system {=>,} and no one could imagine life without it .",fce_dev_74,The show can be seen between 10.00 - 19.00 .,The show can be seen between 10 : 00 - 7 : 00 .,The show can be seen between {10.00=>10 : 00} - {19.00=>7 : 00} .,"<explanation-1>The time is rewritten to reflect the standards of American English.</explanation-1>
<explanation-2>The time is rewritten to reflect the standards of American English.</explanation-2>",fce_dev_842,I was already happy to help in such a big concert than the Mylene Farmer 's concert .,I was already happy to help with such a big concert as Mylene Farmer .,I was already happy to help {in=>with} such a big concert {than the=>as} Mylene Farmer {'s concert=>} .,"<explanation-1>The preposition ""in"" was changed to ""with"" because that is the correct preposition.</explanation-1>
<explanation-2>Since this doesn't seem to be a contrasting sentence, ""as"" is more correct.</explanation-2>",wiki_test_146,"In addition to his judgeship , between 1896 and 1900 Taft also served as the first dean and a orofessor of Constitutional Law at the University of Cincinnati .","In addition to his judgeship , between 1896 and 1900 , Taft also served as the first dean and a professor of Constitutional Law at the University of Cincinnati .","In addition to his judgeship , between 1896 and 1900 {=>,} Taft also served as the first dean and a {orofessor=>professor} of Constitutional Law at the University of Cincinnati .","<explanation-1>The comma is needed here because this is a nonrestrictive clause.</explanation-1>
<explanation-2>This edit corrects the spelling of 'professor.'</explanation-2>"
fce_dev_642,I suppose you still wonder what the great authors can do for us ? Therefore Hemingway is a very good example .,"I suppose you still wonder what the great authors can do for us ? Therefore , Hemingway is a very good example .","I suppose you still wonder what the great authors can do for us ? Therefore {=>,} Hemingway is a very good example .",fce_dev_400,"When you are tired after looking around you might want to buy drinks or something to eat , or if you are fed up with historical thing , you migh as well just pop into the modern gallery to see things which are more modern .","When you are tired after looking around , you might want to buy drinks or something to eat , or if you are fed up with historical things , you might as well just pop into the modern gallery to see things that are more modern .","When you are tired after looking around {=>,} you might want to buy drinks or something to eat , or if you are fed up with historical {thing=>things} , you {migh=>might} as well just pop into the modern gallery to see things {which=>that} are more modern .","<explanation-1>An adverbial phrase requires a comma when it is placed at the beginning of a sentence.</explanation-1>
<explanation-2>""Thing"" was replaced with the plural ""things"" as the lack of article implies multiple ""historical things.""</explanation-2>
<explanation-3>The misspelling ""migh"" was corrected to ""might.""</explanation-3>
<explanation-4>""Which"" was changed to ""that"" because the following phrase is essential to the sentence.</explanation-4>",fce_test_669,"I think , it was very cleaver of me to record that moment wich I will never ever forget , and that was the think that I more liked of that experience .","I think it was very clever of me to record that moment , which I will never , ever forget , and that was the thing I liked the most out of that experience .","I think {,=>} it was very {cleaver=>clever} of me to record that moment {wich=>, which} I will never {=>,} ever forget , and that was the {think that=>thing} I {more=>} liked {=>the most out} of that experience .","<explanation-1>A comma splice was removed.</explanation-1>
<explanation-2>The noun 'cleaver' (which is a tool for cutting meat) was replaced with the adjective 'clever' (which means crafty or smart).</explanation-2>
<explanation-3>The spelling of 'which' was corrected and a comma was inserted because it is introducing a nonrestrictive clause.</explanation-3>
<explanation-4>A comma splice was removed.</explanation-4>
<explanation-5>'Thing' is the correct word choice here instead of 'think.'</explanation-5>
<explanation-6>The superlative 'most' better fits the intended meaning, and it should follow 'liked' instead of precede it.</explanation-6>",fce_test_280,I must sign off as I want to catch the post .,"I must sign off , as I want to catch the mail .","I must sign off {=>,} as I want to catch the {post=>mail} .","<explanation-1>A comma was added before a relative clause.</explanation-1>
<explanation-2>""post"" was changed to ""mail,"" which is the American English spelling.</explanation-2>"
wiki_test_205,In Monaghan the monastic sept O'Maolfhionna ( pronounced Molina was based at Clones and Delvin ( Clonmellon ) .,In Monaghan the monastic sept O'Maolfhionna ( pronounced Molina ) was based at Clones and Delvin ( Clonmellon ) .,In Monaghan the monastic sept O'Maolfhionna ( pronounced Molina {=>)} was based at Clones and Delvin ( Clonmellon ) .,fce_dev_579,"Firstly , I am a fan of Danny Brook so your advert attracted me but when I went there a different actor was in the musical show instead of him .","Firstly , I am a fan of Danny Brook , so your advertisement attracted me ; but when I went , there was a different actor in the musical show .","Firstly , I am a fan of Danny Brook {=>,} so your {advert=>advertisement} attracted me {=>;} but when I went {=>,} there {=>was} a different actor {was=>} in the musical show {instead of him=>} .","<explanation-1>The comma is inserted because two independent clauses are being joined by a coordinating conjunction.</explanation-1>
<explanation-2>In American English, 'advert' is not used as an abbreviated form of 'advertisement.' 'Ad' would be an alternative, abbreviated form that would work though.</explanation-2>
<explanation-3>The semicolon replaces the comma here because the two complex independent clauses are being joined without a coordinating conjunction (the but here applies to the structure within the second complex independent clause).</explanation-3>
<explanation-4>These different changes simplify the sentence structure to the benefit of the sentence.</explanation-4>",fce_dev_664,It was dangerous but I knew I had to do it .,"It was dangerous , but I knew I had to do it .","It was dangerous {=>,} but I knew I had to do it .",<explanation-1>A comma was added before 'but' to join two independent clauses</explanation-1>,wiki_dev_677,"Because of the open cells with liquid electrolyte in most cheap car batteries , overcharging with too high charging voltages will generate oxygen and hydrogen gas , forming an extremely explosive mix .","Because of the open cells with liquid electrolyte in most cheap car batteries , overcharging with voltages that are too high will generate oxygen and hydrogen gas , forming an extremely explosive mix .","Because of the open cells with liquid electrolyte in most cheap car batteries , overcharging with {=>voltages that are} too high {charging voltages=>} will generate oxygen and hydrogen gas , forming an extremely explosive mix .",<explanation-1>These two edits clarify the meaning of the sentence.</explanation-1>
fce_test_270,"But , while reading realistic stories , I just fall deep into the story , into the writer 's own world .","But while reading realistic stories , I fall deep into the story , into the writer 's world .","But {,=>} while reading realistic stories , I {just=>} fall deep into the story , into the writer 's {own=>} world .",fce_test_480,Technical and Warm Home People 's way of life has considerably been changed by rapdily developing mordern technology .,Technical and Warm Home People 's way of life has considerably been changed by rapidly developing modern technology .,Technical and Warm Home People 's way of life has considerably been changed by {rapdily=>rapidly} developing {mordern=>modern} technology .,"<explanation-1>The misspelling ""rapdily"" was corrected to ""rapidly.""</explanation-1>
<explanation-2>The misspelling ""mordern"" was corrected to ""modern.""</explanation-2>",fce_test_52,"Yesterday as I was arriving home I saw him in your yard Mack , he looked very satisfied , Curly was laying on the grass and ... ""","Yesterday , as I was arriving home , I saw him in your yard , Mack . He looked very satisfied , Curly was laying on the grass , and ... ""","Yesterday {=>,} as I was arriving home {=>,} I saw him in your yard {=>,} Mack {, he=>. He} looked very satisfied , Curly was laying on the grass {=>,} and ... ""","<explanation-1>This comma is necessary because the preceding is an introductory phrase.</explanation-1>
<explanation-2>This comma is necessary because the preceding is a nonrestrictive clause.</explanation-2>
<explanation-3>This comma is necessary because what follows is direct address.</explanation-3>
<explanation-4>This comma is replaced with a period (and the capitalization fixed) because there are two independent clauses without coordinating conjunction. Alternative solutions include replacing the comma with a semicolon or adding 'and' after the comma.</explanation-4>
<explanation-5>This comma is added assuming what would follow the and is an independent clause, which may not be the case.</explanation-5>",fce_dev_500,Unfortunalety my feelings are rather bad .,"Unfortunately , my opinions are rather bad .","{Unfortunalety=>Unfortunately ,} my {feelings=>opinions} are rather bad .","<explanation-1>""Unfortunalety"" is changed to ""Unfortunately,"" which fixes a spelling error and adds the correct punctuation.</explanation-1>
<explanation-2>Changing ""feelings"" to ""opinions"" sounds more natural, but this could be meaning changing.</explanation-2>"
wiki_test_800,"Although he was a UAW Representative , Mr. Bates was known to give harsh verbal repremands to UAW members who were not pulling their own weight on the job , and trying to hide behind union membership for protection .","Although he was a UAW representative , Mr. Bates was known to give harsh verbal reprimands to UAW members who were not pulling their own weight on the job and trying to hide behind union membership for protection .","Although he was a UAW {Representative=>representative} , Mr. Bates was known to give harsh verbal {repremands=>reprimands} to UAW members who were not pulling their own weight on the job {,=>} and trying to hide behind union membership for protection .",wiki_dev_570,"He threw his lot in with Robert Curthose , who knighted him , and dissapered from history .","He threw his lot in with Robert Curthose , who knighted him , and disappeared from history .","He threw his lot in with Robert Curthose , who knighted him , and {dissapered=>disappeared} from history .",<explanation-1>'Disappeared' is the correct spelling of this word.</explanation-1>,fce_test_566,"This event was not what I call : "" a perfect evening out "" , as your advertisement promised .","This event was not what I call "" a perfect evening out , "" as your advertisement promised .","This event was not what I call {:=>} "" a perfect evening out {=>,} "" {,=>} as your advertisement promised .","<explanation-1>The colon is deleted because it is ungrammatical in this situation.</explanation-1>
<explanation-2>In American English, commas precede quotation marks.</explanation-2>",wiki_dev_528,"Goldsmith stood no chance of victory , but the declaration made one a memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith who clapped his hands slowly and chanted "" out , out , out !","Goldsmith stood no chance of victory , but the declaration created one memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith , who clapped his hands slowly and chanted, "" Out , out , out ! ""","Goldsmith stood no chance of victory , but the declaration {made=>created} one {a=>} memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith {=>,} who clapped his hands slowly and {chanted=>chanted,} "" {out=>Out} , out , out ! {=>""}","<explanation-1>This edit replaces 'created' for 'made' for stylistic reasons.</explanation-1>
<explanation-2>'A' is deleted here because it cannot coexist grammatically with 'one' in this context.</explanation-2>
<explanation-3>This edit adds a comma because the following is a nonrestrictive clause.</explanation-3>
<explanation-4>Because what follows is a quotation, there needs to be a comma here.</explanation-4>
<explanation-5>Because this is the start of a quote, it is capitalized.</explanation-5>
<explanation-6>This quote needs closing quotation marks to be grammatical.</explanation-6>"
fce_dev_16,Will we need any special clothes and How much you would suggest me to carry for these two weeks ?,"Will we need any special clothes , and how much money would you suggest I carry for these two weeks ?","Will we need any special clothes {=>,} and {How=>how} much {=>money would} you {would=>} suggest {me to=>I} carry for these two weeks ?",wiki_test_100,"In 1987 , when Dr Niven was in ailing health , Dr John Bear agreed to take the school on and became its President , moving the school to Hilo , Hawaii , where he continued in charge until 1992 .","In 1987 , when Dr. Niven was in ailing health , Dr. John Bear agreed to take the school on , and became its President , moving the school to Hilo , Hawaii , where he continued in charge until 1992 .","In 1987 , when {Dr=>Dr.} Niven was in ailing health , {Dr=>Dr.} John Bear agreed to take the school on {=>,} and became its President , moving the school to Hilo , Hawaii , where he continued in charge until 1992 .","<explanation-1>A period is standard after ""DR"" in American English.</explanation-1>
<explanation-2>A comma was inserted to mark the list.</explanation-2>",wiki_test_893,"They have a daughter , Harlow Winter Kate Richie Madden ( born January 11 , 2008 ) and a son , Sparrow James Midnight Richie Madden ( born September 9 , 2009 ) .","They have a daughter , Harlow Winter Kate Richie Madden ( born January 11 , 2008 ) , and a son , Sparrow James Midnight Richie Madden ( born September 9 , 2009 ) .","They have a daughter , Harlow Winter Kate Richie Madden ( born January 11 , 2008 ) {=>,} and a son , Sparrow James Midnight Richie Madden ( born September 9 , 2009 ) .",<explanation-1>A comma was added after a noun phrase that provides more information about the daughter.</explanation-1>,fce_dev_702,"The clothes now that they will wear it has to be smart , not how you are going to casino for example but nice casual , not with sports shoes or T-shirts .","Now the clothes that they will wear have to be smart , not as if you were going to a casino , for example , but nice casual , not with sports shoes or T-shirts .","{The=>Now the} clothes {now=>} that they will wear {it has=>have} to be smart , not {how=>as if} you {are=>were} going to {=>a} casino {=>,} for example {=>,} but nice casual , not with sports shoes or T-shirts .","<explanation-1>These first two edits change the word order so that it sounds more natural in American English.</explanation-1>
<explanation-2>This next edit deletes 'it' and changes 'has' to 'have' so that the plural noun  'clothes' agrees with the verb.</explanation-2>
<explanation-3>This edit sounds more natural in American English.</explanation-3>
<explanation-4>This edit correctly conjugates the verb into the conditional, 'were.'</explanation-4>
<explanation-5>'Casino' here requires an article.</explanation-5>
<explanation-6>This parenthetical needs to be set off with commas.</explanation-6>"
wiki_test_472,Lot argued that this helped the rapid adoption of Latin in Roman Gaul .,Many argued that this helped the rapid adoption of Latin in Roman Gaul .,{Lot=>Many} argued that this helped the rapid adoption of Latin in Roman Gaul .,wiki_dev_528,"Goldsmith stood no chance of victory , but the declaration made one a memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith who clapped his hands slowly and chanted "" out , out , out !","Goldsmith stood no chance of victory , but the declaration created one memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith , who clapped his hands slowly and chanted, "" Out , out , out ! ""","Goldsmith stood no chance of victory , but the declaration {made=>created} one {a=>} memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith {=>,} who clapped his hands slowly and {chanted=>chanted,} "" {out=>Out} , out , out ! {=>""}","<explanation-1>This edit replaces 'created' for 'made' for stylistic reasons.</explanation-1>
<explanation-2>'A' is deleted here because it cannot coexist grammatically with 'one' in this context.</explanation-2>
<explanation-3>This edit adds a comma because the following is a nonrestrictive clause.</explanation-3>
<explanation-4>Because what follows is a quotation, there needs to be a comma here.</explanation-4>
<explanation-5>Because this is the start of a quote, it is capitalized.</explanation-5>
<explanation-6>This quote needs closing quotation marks to be grammatical.</explanation-6>",wiki_test_843,"Sexes are similar , but immatures are paler and duller .","The sexes are similar , but the more immature are paler and duller .","{Sexes=>The sexes} are similar , but {immatures=>the more immature} are paler and duller .","<explanation-1>The addition of the article ""the"" is corrected here because something specific is being referred to.</explanation-1>
<explanation-2>""the more immature"" is a correction for a spelling error.</explanation-2>",wiki_test_537,"A similar sentence with visual predicates is claimed to be , "" I can see it clearly "" , or with auditory predicates , "" That sounds right to me .","A similar sentence with visual predicates is claimed to be , "" I can see it clearly ,"" or with auditory predicates , "" That sounds right to me. ""","A similar sentence with visual predicates is claimed to be , "" I can see it clearly {"" ,=>,""} or with auditory predicates , "" That sounds right to {me .=>me. ""}",<explanation-1>Putting the comma and period inside the quotations follows American English rules.</explanation-1>
wiki_dev_673,This distinction has lead to some people to falsely assume that iaijutsu is a practice aimed at the self defense of a Samurai .,This distinction has led some people to falsely assume that Iaijutsu is a practice aimed at the self defense of a Samurai .,This distinction has {lead to=>led} some people to falsely assume that {iaijutsu=>Iaijutsu} is a practice aimed at the self defense of a Samurai .,fce_dev_500,Unfortunalety my feelings are rather bad .,"Unfortunately , my opinions are rather bad .","{Unfortunalety=>Unfortunately ,} my {feelings=>opinions} are rather bad .","<explanation-1>""Unfortunalety"" is changed to ""Unfortunately,"" which fixes a spelling error and adds the correct punctuation.</explanation-1>
<explanation-2>Changing ""feelings"" to ""opinions"" sounds more natural, but this could be meaning changing.</explanation-2>",fce_test_588,It was unbelievable and tiring as well .,"It was unbelievable , and tiring as well .","It was unbelievable {=>,} and tiring as well .",<explanation-1>A comma was inserted to mark the following clause as nonessential.</explanation-1>,wiki_test_662,"Two predictor circuits may overlap , with tuned circuits used for one predictor to jump over the over .",Two predictor circuits may overlap with tuned circuits used for one predictor to jump over the other .,"Two predictor circuits may overlap {,=>} with tuned circuits used for one predictor to jump over the {over=>other} .","<explanation-1>The comma was deleted because the following information is essential to the main clause.</explanation-1>
<explanation-2>""Over"" was corrected to ""other"" as ""over the other"" is a common phrase.</explanation-2>"
wiki_test_919,Similar grammatical forms are to found in other african-english expressions such as babymother and babyfather .,"Similar grammatical forms are also found in African English , such as baby mother and baby father .","Similar grammatical forms are {to=>also} found in {other african-english expressions=>African English ,} such as {babymother=>baby mother} and {babyfather=>baby father} .",fce_dev_447,"In our class , we do n't have problem with students who dislike to work , because we are all there for the same reasons and nobody wants to say there years and years .","In our class , we do n't have any problems with students who dislike working , because we are all there for the same reasons , and nobody wants to stay there years and years .","In our class , we do n't have {problem=>any problems} with students who dislike {to work=>working} , because we are all there for the same reasons {=>,} and nobody wants to {say=>stay} there years and years .","<explanation-1>""any problems"" was added to match the sentence.</explanation-1>
<explanation-2>""to work"" was corrected to ""working"" because ""dislike"" requires a direct object.</explanation-2>
<explanation-3>A comma was added before a conjunction to conjoin two independent clauses.</explanation-3>
<explanation-4>Spelling of ""say"" was corrected to ""stay.""</explanation-4>",fce_dev_530,If you are going shopping someone can easily steal your wallet which you are looking at some interesting things .,"If you are going shopping , someone can easily steal your wallet while you are looking at something interesting .","If you are going shopping {=>,} someone can easily steal your wallet {which=>while} you are looking at {some=>something} interesting {things=>} .","<explanation-1>A comma is inserted after an introductory phrase.</explanation-1>
<explanation-2>The spelling error was corrected.</explanation-2>
<explanation-3>""Something interesting"" is more natural and fluent.</explanation-3>",fce_test_11,As Modern technology is changing the world rapidly I think we are all involved in the revolution it 's causing .,"As modern technology is changing the world rapidly , I think we are all involved in the revolution it 's causing .","As {Modern=>modern} technology is changing the world rapidly {=>,} I think we are all involved in the revolution it 's causing .","<explanation-1>""Modern"" was made lowercase because it is not a proper noun.</explanation-1>
<explanation-2>A comma was added because an As-clause requires a comma when at the beginning of a sentence.</explanation-2>"
wiki_dev_584,"From 1983-91 , Johnson 's teams at Maurice J. McDonough High School in Pomfret , Maryland were ranked among the top squads in the Washington , DC metropolitan area .","From 1983-91 , Johnson 's teams at Maurice J. McDonough High School in Pomfret , Maryland , were ranked among the top squads in the Washington , DC metropolitan area .","From 1983-91 , Johnson 's teams at Maurice J. McDonough High School in Pomfret , Maryland {=>,} were ranked among the top squads in the Washington , DC metropolitan area .",fce_test_746,The restaurant should open until the show finish .,The restaurant should be open until the show is finished .,The restaurant should {=>be} open until the show {finish=>is finished} .,"<explanation-1>This edit inserts 'be' because the restaurant will be in the state of being open for that duration.</explanation-1>
<explanation-2>'Finish' here needs to be corrected to either 'is finished' or 'finishes' to be grammatical.</explanation-2>",wiki_dev_683,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds , but remained alive .",The first attempt at execution failed : Kemmler was electrocuted for 17 seconds but remained alive .,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds {,=>} but remained alive .",<explanation-1>The comma isn't necessary here because what follows is a dependent clause.</explanation-1>,fce_test_711,"To make things even worse , the play did n't start at 19 : 30 as it was supposed to but instead it started 45 minutes late , at 20 : 15 , and there were n't even your famous discounts available .","To make things even worse , the play did n't start at 19 : 30 as it was supposed to , but instead it started 45 minutes late , at 20 : 15 , and your famous discounts were n't even available .","To make things even worse , the play did n't start at 19 : 30 as it was supposed to {=>,} but instead it started 45 minutes late , at 20 : 15 , and {there=>your famous discounts} were n't even {your famous discounts=>} available .","<explanation-1>The comma was inserted because the following phrase is complete and independent.</explanation-1>
<explanation-2>The phrase ""there weren't even your famous discounts available"" was changed to ""your famous discounts weren't even available"" to improve clarity and fluency.</explanation-2>"
wiki_test_886,"Several members of the Maryland legislature ( which was days from approving secession ) were also unconstitutionally arrested , and the state was placed under Federal martial law .","Several members of the Maryland legislature ( which was days from approving secession ) were also unconstitutionally arrested , and the state was placed under Federal Martial Law .","Several members of the Maryland legislature ( which was days from approving secession ) were also unconstitutionally arrested , and the state was placed under Federal {martial law=>Martial Law} .",wiki_dev_683,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds , but remained alive .",The first attempt at execution failed : Kemmler was electrocuted for 17 seconds but remained alive .,"The first attempt at execution failed : Kemmler was electrocuted for 17 seconds {,=>} but remained alive .",<explanation-1>The comma isn't necessary here because what follows is a dependent clause.</explanation-1>,fce_dev_62,"Activities connected with the social programme such as international evenings , sing along parties and indoor games .","There are activities connected with the social program such as international evenings , sing along parties , and indoor games .","{Activities=>There are activities} connected with the social {programme=>program} such as international evenings , sing along parties {=>,} and indoor games .","<explanation-1>Adding ""There are"" before ""activities"" makes the sentence more grammatical and natural.</explanation-1>
<explanation-2>The spelling of ""programme"" to ""program"" was changed to adhere to the American English spelling.</explanation-2>
<explanation-3>A comma was added to the list to adhere to the rules of English grammar and certain style guides.</explanation-3>",fce_dev_842,I was already happy to help in such a big concert than the Mylene Farmer 's concert .,I was already happy to help with such a big concert as Mylene Farmer .,I was already happy to help {in=>with} such a big concert {than the=>as} Mylene Farmer {'s concert=>} .,"<explanation-1>The preposition ""in"" was changed to ""with"" because that is the correct preposition.</explanation-1>
<explanation-2>Since this doesn't seem to be a contrasting sentence, ""as"" is more correct.</explanation-2>"
