id,errant_original_start,errant_original_end,errant_original_string,errant_revised_start,errant_revised_end,errant_revised_string,errant_error_type,algorithm_n_revisions,original,revised,algorithm_aligned
wiki_test_353,30,30,,30,31,the,M:DET,2,"Of these lineages , about 94 % ( 17 % of total ) is of the J1 sub-clade , while 6 % ( 1 % of total ) is of J2 type .","Of these lineages , about 94 % ( 17 % of total ) is of the J1 subclade , while 6 % ( 1 % of total ) is of the J2 type .","Of these lineages , about 94 % ( 17 % of total ) is of the J1 {sub-clade=>subclade} , while 6 % ( 1 % of total ) is of {=>the} J2 type ."
wiki_dev_574,37,38,hybridised,37,38,hybridized,R:MORPH,1,"The composite images of "" AO-63 "" rifles we see are ' Frankenstein ' guns - Typically Hollywood props that appeared in the action ' B ' movie ' Red Scorpion ' ( 1989 ) - sometimes hybridised with a basic AK-74 receiver , etc .","The composite images of "" AO-63 "" rifles we see are ' Frankenstein ' guns - Typically Hollywood props that appeared in the action ' B ' movie ' Red Scorpion ' ( 1989 ) - sometimes hybridized with a basic AK-74 receiver , etc .","The composite images of "" AO-63 "" rifles we see are ' Frankenstein ' guns - Typically Hollywood props that appeared in the action ' B ' movie ' Red Scorpion ' ( 1989 ) - sometimes {hybridised=>hybridized} with a basic AK-74 receiver , etc ."
wiki_dev_560,11,12,25,11,11,,U:OTHER,3,"While there , it was reconstituted as light infantry regiment on 25 December and was retitled as the 13th ( 1st Somersetshire ) Regiment ( Light Infantry ) .","While there , it was reconstituted as light infantry regiment on December 25, and retitled as the 13th ( 1st Somersetshire ) Regiment ( Light Infantry ) .","While there , it was reconstituted as light infantry regiment on {25=>} December {=>25,} and {was=>} retitled as the 13th ( 1st Somersetshire ) Regiment ( Light Infantry ) ."
wiki_dev_560,13,13,,12,13,"25,",M:OTHER,3,"While there , it was reconstituted as light infantry regiment on 25 December and was retitled as the 13th ( 1st Somersetshire ) Regiment ( Light Infantry ) .","While there , it was reconstituted as light infantry regiment on December 25, and retitled as the 13th ( 1st Somersetshire ) Regiment ( Light Infantry ) .","While there , it was reconstituted as light infantry regiment on {25=>} December {=>25,} and {was=>} retitled as the 13th ( 1st Somersetshire ) Regiment ( Light Infantry ) ."
wiki_dev_560,14,15,was,14,14,,U:VERB:TENSE,3,"While there , it was reconstituted as light infantry regiment on 25 December and was retitled as the 13th ( 1st Somersetshire ) Regiment ( Light Infantry ) .","While there , it was reconstituted as light infantry regiment on December 25, and retitled as the 13th ( 1st Somersetshire ) Regiment ( Light Infantry ) .","While there , it was reconstituted as light infantry regiment on {25=>} December {=>25,} and {was=>} retitled as the 13th ( 1st Somersetshire ) Regiment ( Light Infantry ) ."
fce_test_549,11,11,,11,12,I,M:PRON,1,I hope you will enjoy your journey in our city and look forward to meeting you at this conference .,I hope you will enjoy your journey in our city and I look forward to meeting you at this conference .,I hope you will enjoy your journey in our city and {=>I} look forward to meeting you at this conference .
wiki_dev_504,11,11,,11,12,",",M:PUNCT,1,The Hitler Youth was a political organization run by party loyalists whose primary interest was in providing Hitler with a future base of support .,"The Hitler Youth was a political organization run by party loyalists , whose primary interest was in providing Hitler with a future base of support .","The Hitler Youth was a political organization run by party loyalists {=>,} whose primary interest was in providing Hitler with a future base of support ."
fce_dev_816,4,5,you,4,4,,U:PRON,3,What we are suggesting you is to change the programme on the afternoon of March the 14th .,What we are suggesting is to change the program on the afternoon of March 14th .,What we are suggesting {you=>} is to change the {programme=>program} on the afternoon of March {the=>} 14th .
fce_dev_816,9,10,programme,8,9,program,R:MORPH,3,What we are suggesting you is to change the programme on the afternoon of March the 14th .,What we are suggesting is to change the program on the afternoon of March 14th .,What we are suggesting {you=>} is to change the {programme=>program} on the afternoon of March {the=>} 14th .
fce_dev_816,15,16,the,14,14,,U:DET,3,What we are suggesting you is to change the programme on the afternoon of March the 14th .,What we are suggesting is to change the program on the afternoon of March 14th .,What we are suggesting {you=>} is to change the {programme=>program} on the afternoon of March {the=>} 14th .
fce_dev_331,5,5,,5,6,a,M:DET,2,"Also , I belonged to golf club when I went to university in Japan .","Also , I belonged to a golf club when I was in university in Japan .","Also , I belonged to {=>a} golf club when I {went to=>was in} university in Japan ."
fce_dev_331,9,10,went,10,11,was,R:VERB,2,"Also , I belonged to golf club when I went to university in Japan .","Also , I belonged to a golf club when I was in university in Japan .","Also , I belonged to {=>a} golf club when I {went to=>was in} university in Japan ."
fce_dev_331,10,11,to,11,12,in,R:PREP,2,"Also , I belonged to golf club when I went to university in Japan .","Also , I belonged to a golf club when I was in university in Japan .","Also , I belonged to {=>a} golf club when I {went to=>was in} university in Japan ."
wiki_dev_447,6,7,coreography,6,7,choreography,R:SPELL,1,She 's currently working on the coreography used for the video .,She 's currently working on the choreography for the video .,She 's currently working on the {coreography used=>choreography} for the video .
wiki_dev_447,7,8,used,7,7,,U:VERB,1,She 's currently working on the coreography used for the video .,She 's currently working on the choreography for the video .,She 's currently working on the {coreography used=>choreography} for the video .
wiki_test_818,2,3,defences,2,3,defenses,R:VERB,4,The royalist defences on the bridge over Portsbridge Creek were attacked by 20 parliamentarians on the evening of 12 of August .,"The royalist defenses , on the bridge over Portsbridge Creek , were attacked by 20 parliamentarians on the evening of August 12th .","The royalist {defences=>defenses ,} on the bridge over Portsbridge Creek {=>,} were attacked by 20 parliamentarians on the evening of {12 of=>} August {=>12th} ."
wiki_test_818,3,3,,3,4,",",M:PUNCT,4,The royalist defences on the bridge over Portsbridge Creek were attacked by 20 parliamentarians on the evening of 12 of August .,"The royalist defenses , on the bridge over Portsbridge Creek , were attacked by 20 parliamentarians on the evening of August 12th .","The royalist {defences=>defenses ,} on the bridge over Portsbridge Creek {=>,} were attacked by 20 parliamentarians on the evening of {12 of=>} August {=>12th} ."
wiki_test_818,9,9,,10,11,",",M:PUNCT,4,The royalist defences on the bridge over Portsbridge Creek were attacked by 20 parliamentarians on the evening of 12 of August .,"The royalist defenses , on the bridge over Portsbridge Creek , were attacked by 20 parliamentarians on the evening of August 12th .","The royalist {defences=>defenses ,} on the bridge over Portsbridge Creek {=>,} were attacked by 20 parliamentarians on the evening of {12 of=>} August {=>12th} ."
wiki_test_818,17,19,of 12,19,19,,U:OTHER,4,The royalist defences on the bridge over Portsbridge Creek were attacked by 20 parliamentarians on the evening of 12 of August .,"The royalist defenses , on the bridge over Portsbridge Creek , were attacked by 20 parliamentarians on the evening of August 12th .","The royalist {defences=>defenses ,} on the bridge over Portsbridge Creek {=>,} were attacked by 20 parliamentarians on the evening of {12 of=>} August {=>12th} ."
wiki_test_818,21,21,,21,22,12th,M:NOUN,4,The royalist defences on the bridge over Portsbridge Creek were attacked by 20 parliamentarians on the evening of 12 of August .,"The royalist defenses , on the bridge over Portsbridge Creek , were attacked by 20 parliamentarians on the evening of August 12th .","The royalist {defences=>defenses ,} on the bridge over Portsbridge Creek {=>,} were attacked by 20 parliamentarians on the evening of {12 of=>} August {=>12th} ."
wiki_dev_414,0,1,.,0,0,,U:PUNCT,2,". He also played the role of an advocate in the Hindi film Yeshwant , which was released after his death .","He also played the role of an advocate in the Hindi film "" Yeshwant, "" which was released after his death .","{.=>} He also played the role of an advocate in the Hindi film {Yeshwant ,=>"" Yeshwant, ""} which was released after his death ."
wiki_dev_414,13,13,,12,13,"""",M:PUNCT,2,". He also played the role of an advocate in the Hindi film Yeshwant , which was released after his death .","He also played the role of an advocate in the Hindi film "" Yeshwant, "" which was released after his death .","{.=>} He also played the role of an advocate in the Hindi film {Yeshwant ,=>"" Yeshwant, ""} which was released after his death ."
wiki_dev_414,13,14,Yeshwant,13,14,"Yeshwant,",R:SPELL,2,". He also played the role of an advocate in the Hindi film Yeshwant , which was released after his death .","He also played the role of an advocate in the Hindi film "" Yeshwant, "" which was released after his death .","{.=>} He also played the role of an advocate in the Hindi film {Yeshwant ,=>"" Yeshwant, ""} which was released after his death ."
wiki_dev_414,14,15,",",14,15,"""",R:PUNCT,2,". He also played the role of an advocate in the Hindi film Yeshwant , which was released after his death .","He also played the role of an advocate in the Hindi film "" Yeshwant, "" which was released after his death .","{.=>} He also played the role of an advocate in the Hindi film {Yeshwant ,=>"" Yeshwant, ""} which was released after his death ."
wiki_dev_140,8,9,1981,8,9,"1981,",R:OTHER,2,"Eddie Keith Bonine ( born June 6 , 1981 in Columbus , Georgia ) is Major League Baseball starting pitcher for the Detroit Tigers .","Eddie Keith Bonine ( born June 6 , 1981, in Columbus , Georgia ) is a Major League Baseball starting pitcher for the Detroit Tigers .","Eddie Keith Bonine ( born June 6 , {1981=>1981,} in Columbus , Georgia ) is {=>a} Major League Baseball starting pitcher for the Detroit Tigers ."
wiki_dev_140,15,15,,15,16,a,M:DET,2,"Eddie Keith Bonine ( born June 6 , 1981 in Columbus , Georgia ) is Major League Baseball starting pitcher for the Detroit Tigers .","Eddie Keith Bonine ( born June 6 , 1981, in Columbus , Georgia ) is a Major League Baseball starting pitcher for the Detroit Tigers .","Eddie Keith Bonine ( born June 6 , {1981=>1981,} in Columbus , Georgia ) is {=>a} Major League Baseball starting pitcher for the Detroit Tigers ."
fce_test_433,7,8,a,7,8,an,R:DET,2,I helped at a pop concert of a newcomer group and you ca n't imagine how exciting it was !,"I helped at a pop concert of an up-and-coming group , and you ca n't imagine how exciting it was !","I helped at a pop concert of {a newcomer=>an up-and-coming} group {=>,} and you ca n't imagine how exciting it was !"
fce_test_433,8,9,newcomer,8,9,up-and-coming,R:OTHER,2,I helped at a pop concert of a newcomer group and you ca n't imagine how exciting it was !,"I helped at a pop concert of an up-and-coming group , and you ca n't imagine how exciting it was !","I helped at a pop concert of {a newcomer=>an up-and-coming} group {=>,} and you ca n't imagine how exciting it was !"
fce_test_433,10,10,,10,11,",",M:PUNCT,2,I helped at a pop concert of a newcomer group and you ca n't imagine how exciting it was !,"I helped at a pop concert of an up-and-coming group , and you ca n't imagine how exciting it was !","I helped at a pop concert of {a newcomer=>an up-and-coming} group {=>,} and you ca n't imagine how exciting it was !"
fce_test_735,2,2,,2,3,",",M:PUNCT,3,But also there are some notes that you should improve in the next year 's festival to make it absolutelly wonderful .,"But also , here are some notes on what you should improve in the next year 's festival to make it absolutely wonderful .","But also {there=>, here} are some notes {that=>on what} you should improve in the next year 's festival to make it {absolutelly=>absolutely} wonderful ."
fce_test_735,2,3,there,3,4,here,R:SPELL,3,But also there are some notes that you should improve in the next year 's festival to make it absolutelly wonderful .,"But also , here are some notes on what you should improve in the next year 's festival to make it absolutely wonderful .","But also {there=>, here} are some notes {that=>on what} you should improve in the next year 's festival to make it {absolutelly=>absolutely} wonderful ."
fce_test_735,6,6,,7,8,on,M:PREP,3,But also there are some notes that you should improve in the next year 's festival to make it absolutelly wonderful .,"But also , here are some notes on what you should improve in the next year 's festival to make it absolutely wonderful .","But also {there=>, here} are some notes {that=>on what} you should improve in the next year 's festival to make it {absolutelly=>absolutely} wonderful ."
fce_test_735,6,7,that,8,9,what,R:PRON,3,But also there are some notes that you should improve in the next year 's festival to make it absolutelly wonderful .,"But also , here are some notes on what you should improve in the next year 's festival to make it absolutely wonderful .","But also {there=>, here} are some notes {that=>on what} you should improve in the next year 's festival to make it {absolutelly=>absolutely} wonderful ."
fce_test_735,19,20,absolutelly,21,22,absolutely,R:SPELL,3,But also there are some notes that you should improve in the next year 's festival to make it absolutelly wonderful .,"But also , here are some notes on what you should improve in the next year 's festival to make it absolutely wonderful .","But also {there=>, here} are some notes {that=>on what} you should improve in the next year 's festival to make it {absolutelly=>absolutely} wonderful ."
fce_dev_623,8,8,,8,9,the,M:DET,4,"I would rather choose July because it is only one month when I have got holiday , long enough to spend it by travelling abroad .",I would rather choose July because it is the only month when I have a vacation long enough to travel abroad .,"I would rather choose July because it is {=>the} only {one=>} month when I have {got holiday ,=>a vacation} long enough to {spend it by travelling=>travel} abroad ."
fce_dev_623,9,10,one,10,10,,U:OTHER,4,"I would rather choose July because it is only one month when I have got holiday , long enough to spend it by travelling abroad .",I would rather choose July because it is the only month when I have a vacation long enough to travel abroad .,"I would rather choose July because it is {=>the} only {one=>} month when I have {got holiday ,=>a vacation} long enough to {spend it by travelling=>travel} abroad ."
fce_dev_623,14,15,got,14,15,a,R:OTHER,4,"I would rather choose July because it is only one month when I have got holiday , long enough to spend it by travelling abroad .",I would rather choose July because it is the only month when I have a vacation long enough to travel abroad .,"I would rather choose July because it is {=>the} only {one=>} month when I have {got holiday ,=>a vacation} long enough to {spend it by travelling=>travel} abroad ."
fce_dev_623,15,17,"holiday ,",15,16,vacation,R:OTHER,4,"I would rather choose July because it is only one month when I have got holiday , long enough to spend it by travelling abroad .",I would rather choose July because it is the only month when I have a vacation long enough to travel abroad .,"I would rather choose July because it is {=>the} only {one=>} month when I have {got holiday ,=>a vacation} long enough to {spend it by travelling=>travel} abroad ."
fce_dev_623,20,24,spend it by travelling,19,20,travel,R:OTHER,4,"I would rather choose July because it is only one month when I have got holiday , long enough to spend it by travelling abroad .",I would rather choose July because it is the only month when I have a vacation long enough to travel abroad .,"I would rather choose July because it is {=>the} only {one=>} month when I have {got holiday ,=>a vacation} long enough to {spend it by travelling=>travel} abroad ."
wiki_test_357,6,6,,6,7,",",M:PUNCT,3,"But on July 17 , 1999 the band did the biggest concert to date , infront of a home crowed of 45,000 people at Lansdowne Road .","But on July 17 , 1999 , the band did the biggest concert to date , in front of a home crowd of 45,000 people at Lansdowne Road .","But on July 17 , 1999 {=>,} the band did the biggest concert to date , {infront=>in front} of a home {crowed=>crowd} of 45,000 people at Lansdowne Road ."
wiki_test_357,15,16,infront,16,18,in front,R:ORTH,3,"But on July 17 , 1999 the band did the biggest concert to date , infront of a home crowed of 45,000 people at Lansdowne Road .","But on July 17 , 1999 , the band did the biggest concert to date , in front of a home crowd of 45,000 people at Lansdowne Road .","But on July 17 , 1999 {=>,} the band did the biggest concert to date , {infront=>in front} of a home {crowed=>crowd} of 45,000 people at Lansdowne Road ."
wiki_test_357,19,20,crowed,21,22,crowd,R:OTHER,3,"But on July 17 , 1999 the band did the biggest concert to date , infront of a home crowed of 45,000 people at Lansdowne Road .","But on July 17 , 1999 , the band did the biggest concert to date , in front of a home crowd of 45,000 people at Lansdowne Road .","But on July 17 , 1999 {=>,} the band did the biggest concert to date , {infront=>in front} of a home {crowed=>crowd} of 45,000 people at Lansdowne Road ."
fce_test_763,8,8,,8,9,it,M:PRON,1,"It always happens with people , does n't ?","It always happens with people , does n't it ?","It always happens with people , does n't {=>it} ?"
fce_test_25,0,1,Next,0,2,The next,M:DET,4,"Next morning as Pat was going to school met Bad Jon . and told him "" Hey , you .","The next morning as Pat was going to school , he met Bad Jon and told him , "" Hey , you .","{Next=>The next} morning as Pat was going to school {=>, he} met Bad Jon {.=>} and told him {=>,} "" Hey , you ."
fce_test_25,8,8,,9,11,", he",M:OTHER,4,"Next morning as Pat was going to school met Bad Jon . and told him "" Hey , you .","The next morning as Pat was going to school , he met Bad Jon and told him , "" Hey , you .","{Next=>The next} morning as Pat was going to school {=>, he} met Bad Jon {.=>} and told him {=>,} "" Hey , you ."
fce_test_25,11,12,.,14,14,,U:PUNCT,4,"Next morning as Pat was going to school met Bad Jon . and told him "" Hey , you .","The next morning as Pat was going to school , he met Bad Jon and told him , "" Hey , you .","{Next=>The next} morning as Pat was going to school {=>, he} met Bad Jon {.=>} and told him {=>,} "" Hey , you ."
fce_test_25,15,15,,17,18,",",M:PUNCT,4,"Next morning as Pat was going to school met Bad Jon . and told him "" Hey , you .","The next morning as Pat was going to school , he met Bad Jon and told him , "" Hey , you .","{Next=>The next} morning as Pat was going to school {=>, he} met Bad Jon {.=>} and told him {=>,} "" Hey , you ."
wiki_dev_470,11,11,,11,12,",",M:PUNCT,1,"Pesticides have been found to pollute virtually every lake , river and stream in the United States , according to the US Geological Survey .","Pesticides have been found to pollute virtually every lake , river , and stream in the United States , according to the US Geological Survey .","Pesticides have been found to pollute virtually every lake , river {=>,} and stream in the United States , according to the US Geological Survey ."
fce_test_72,11,12,long,11,12,log,R:SPELL,1,"Also , I prefer sleeping in a tent than in a long cabin because it is easier to clean .","Also , I prefer sleeping in a tent than in a log cabin because it is easier to clean .","Also , I prefer sleeping in a tent than in a {long=>log} cabin because it is easier to clean ."
wiki_dev_722,5,6,for,5,6,",",R:OTHER,1,Walden Avenue is very unique for which it starts and ends on the same street .,"Walden Avenue is very unique , since it starts and ends on the same street .","Walden Avenue is very unique {for which=>, since} it starts and ends on the same street ."
wiki_dev_722,6,7,which,6,7,since,R:OTHER,1,Walden Avenue is very unique for which it starts and ends on the same street .,"Walden Avenue is very unique , since it starts and ends on the same street .","Walden Avenue is very unique {for which=>, since} it starts and ends on the same street ."
fce_dev_751,14,14,,14,15,a,M:DET,3,"Dear Principal , First of all , we would like to thank you for good programme which provides us 3 days stay in London .","Dear Principal , First of all , we would like to thank you for a good program which provides us 3 days ' stay in London .","Dear Principal , First of all , we would like to thank you for {=>a} good {programme=>program} which provides us 3 days {=>'} stay in London ."
fce_dev_751,15,16,programme,16,17,program,R:MORPH,3,"Dear Principal , First of all , we would like to thank you for good programme which provides us 3 days stay in London .","Dear Principal , First of all , we would like to thank you for a good program which provides us 3 days ' stay in London .","Dear Principal , First of all , we would like to thank you for {=>a} good {programme=>program} which provides us 3 days {=>'} stay in London ."
fce_dev_751,21,21,,22,23,',M:NOUN:POSS,3,"Dear Principal , First of all , we would like to thank you for good programme which provides us 3 days stay in London .","Dear Principal , First of all , we would like to thank you for a good program which provides us 3 days ' stay in London .","Dear Principal , First of all , we would like to thank you for {=>a} good {programme=>program} which provides us 3 days {=>'} stay in London ."
wiki_test_3,1,3,", chinese",1,2,Chinese,U:PUNCT,1,"Also , chinese designers were more creative than their Roman counterparts , as seen by the crossbow .","Also Chinese designers were more creative than their Roman counterparts , as seen by the crossbow .","Also {, chinese=>Chinese} designers were more creative than their Roman counterparts , as seen by the crossbow ."
fce_dev_372,3,4,of,3,3,,U:PREP,5,"Secondly , despite of your advertisement of the possibility of discounts , when I showed my student identity card to one of your employes she angrily told me that I had to pay the whole prize .","Secondly , despite your advertisement of possible discounts , when I showed my student identification card to one of your employees , she angrily told me that I had to pay full price .","Secondly , despite {of=>} your advertisement of {the possibility of=>possible} discounts , when I showed my student {identity=>identification} card to one of your {employes=>employees ,} she angrily told me that I had to pay {the whole prize=>full price} ."
fce_dev_372,7,10,the possibility of,6,7,possible,R:OTHER,5,"Secondly , despite of your advertisement of the possibility of discounts , when I showed my student identity card to one of your employes she angrily told me that I had to pay the whole prize .","Secondly , despite your advertisement of possible discounts , when I showed my student identification card to one of your employees , she angrily told me that I had to pay full price .","Secondly , despite {of=>} your advertisement of {the possibility of=>possible} discounts , when I showed my student {identity=>identification} card to one of your {employes=>employees ,} she angrily told me that I had to pay {the whole prize=>full price} ."
fce_dev_372,17,18,identity,14,15,identification,R:MORPH,5,"Secondly , despite of your advertisement of the possibility of discounts , when I showed my student identity card to one of your employes she angrily told me that I had to pay the whole prize .","Secondly , despite your advertisement of possible discounts , when I showed my student identification card to one of your employees , she angrily told me that I had to pay full price .","Secondly , despite {of=>} your advertisement of {the possibility of=>possible} discounts , when I showed my student {identity=>identification} card to one of your {employes=>employees ,} she angrily told me that I had to pay {the whole prize=>full price} ."
fce_dev_372,23,24,employes,20,21,employees,R:SPELL,5,"Secondly , despite of your advertisement of the possibility of discounts , when I showed my student identity card to one of your employes she angrily told me that I had to pay the whole prize .","Secondly , despite your advertisement of possible discounts , when I showed my student identification card to one of your employees , she angrily told me that I had to pay full price .","Secondly , despite {of=>} your advertisement of {the possibility of=>possible} discounts , when I showed my student {identity=>identification} card to one of your {employes=>employees ,} she angrily told me that I had to pay {the whole prize=>full price} ."
fce_dev_372,24,24,,21,22,",",M:PUNCT,5,"Secondly , despite of your advertisement of the possibility of discounts , when I showed my student identity card to one of your employes she angrily told me that I had to pay the whole prize .","Secondly , despite your advertisement of possible discounts , when I showed my student identification card to one of your employees , she angrily told me that I had to pay full price .","Secondly , despite {of=>} your advertisement of {the possibility of=>possible} discounts , when I showed my student {identity=>identification} card to one of your {employes=>employees ,} she angrily told me that I had to pay {the whole prize=>full price} ."
fce_dev_372,33,35,the whole,31,32,full,R:OTHER,5,"Secondly , despite of your advertisement of the possibility of discounts , when I showed my student identity card to one of your employes she angrily told me that I had to pay the whole prize .","Secondly , despite your advertisement of possible discounts , when I showed my student identification card to one of your employees , she angrily told me that I had to pay full price .","Secondly , despite {of=>} your advertisement of {the possibility of=>possible} discounts , when I showed my student {identity=>identification} card to one of your {employes=>employees ,} she angrily told me that I had to pay {the whole prize=>full price} ."
fce_dev_372,35,36,prize,32,33,price,R:NOUN,5,"Secondly , despite of your advertisement of the possibility of discounts , when I showed my student identity card to one of your employes she angrily told me that I had to pay the whole prize .","Secondly , despite your advertisement of possible discounts , when I showed my student identification card to one of your employees , she angrily told me that I had to pay full price .","Secondly , despite {of=>} your advertisement of {the possibility of=>possible} discounts , when I showed my student {identity=>identification} card to one of your {employes=>employees ,} she angrily told me that I had to pay {the whole prize=>full price} ."
fce_dev_107,11,12,receved,11,12,received,R:SPELL,1,I am writing to answer about your invitation which I have receved as a first winner .,I am writing to answer about your invitation which I have received as a first winner .,I am writing to answer about your invitation which I have {receved=>received} as a first winner .
fce_dev_537,5,6,hear,5,6,hearing,R:VERB:FORM,1,I 'm looking forward to hear from you .,I 'm looking forward to hearing from you .,I 'm looking forward to {hear=>hearing} from you .
fce_dev_534,0,2,The things,0,1,Things,U:DET,1,The things started happening from the first day we arrived .,Things started happening from the first day we arrived .,{The things=>Things} started happening from the first day we arrived .
wiki_dev_690,2,2,,2,3,",",M:PUNCT,2,Western historians however view the battle as an unsuccessful expedition aimed at conquering the Arabs living to the east of Jordan .,"Western historians , however , view the battle as an unsuccessful expedition aimed at conquering the Arabs living to the east of Jordan .","Western historians {=>,} however {=>,} view the battle as an unsuccessful expedition aimed at conquering the Arabs living to the east of Jordan ."
wiki_dev_690,3,3,,4,5,",",M:PUNCT,2,Western historians however view the battle as an unsuccessful expedition aimed at conquering the Arabs living to the east of Jordan .,"Western historians , however , view the battle as an unsuccessful expedition aimed at conquering the Arabs living to the east of Jordan .","Western historians {=>,} however {=>,} view the battle as an unsuccessful expedition aimed at conquering the Arabs living to the east of Jordan ."
wiki_dev_705,4,4,,4,5,",",M:PUNCT,2,"In Trinidad and Tobago the "" Cat "" is made up of nine knotted thongs of cotton cord about 2 ½ feet or 76 cm long designed to lacerate the skin and cause intense pain .","In Trinidad and Tobago , the "" Cat "" is made up of nine knotted thongs of cotton cord about 2 ½ feet or 76 cm long , designed to lacerate the skin and cause intense pain .","In Trinidad and Tobago {=>,} the "" Cat "" is made up of nine knotted thongs of cotton cord about 2 ½ feet or 76 cm long {=>,} designed to lacerate the skin and cause intense pain ."
wiki_dev_705,26,26,,27,28,",",M:PUNCT,2,"In Trinidad and Tobago the "" Cat "" is made up of nine knotted thongs of cotton cord about 2 ½ feet or 76 cm long designed to lacerate the skin and cause intense pain .","In Trinidad and Tobago , the "" Cat "" is made up of nine knotted thongs of cotton cord about 2 ½ feet or 76 cm long , designed to lacerate the skin and cause intense pain .","In Trinidad and Tobago {=>,} the "" Cat "" is made up of nine knotted thongs of cotton cord about 2 ½ feet or 76 cm long {=>,} designed to lacerate the skin and cause intense pain ."
wiki_dev_323,0,1,the,0,1,The,R:ORTH,1,"the march from the Prokofiev opera was used by CBS in the series "" The FBI in Peace and War "" ( broadcast 1944 - 1958 ) .","The march from the Prokofiev opera was used by CBS in the series "" The FBI in Peace and War "" ( broadcast 1944 - 1958 ) .","{the=>The} march from the Prokofiev opera was used by CBS in the series "" The FBI in Peace and War "" ( broadcast 1944 - 1958 ) ."
fce_dev_161,5,5,,5,6,the,M:DET,1,"If yes , wait until 2100s !","If yes , wait until the 2100s !","If yes , wait until {=>the} 2100s !"
fce_test_103,2,2,,2,3,a,M:DET,1,This is very interesting question for us and maybe very important too .,This is a very interesting question for us and maybe very important too .,This is {=>a} very interesting question for us and maybe very important too .
wiki_dev_759,25,26,Eisenhower,25,26,"Eisenhower,",R:NOUN,2,"Just three days before D-Day , during a reception in the London Ritz Hotel , Patton shouted across a crowded reception in the direction of Eisenhower "" I 'll see you in Calais ! "" .","Just three days before D-Day , during a reception in the London Ritz Hotel , Patton shouted across a crowded reception in the direction of Eisenhower, "" I 'll see you in Calais ! ""","Just three days before D-Day , during a reception in the London Ritz Hotel , Patton shouted across a crowded reception in the direction of {Eisenhower=>Eisenhower,} "" I 'll see you in Calais ! "" {.=>}"
wiki_dev_759,35,36,.,35,35,,U:PUNCT,2,"Just three days before D-Day , during a reception in the London Ritz Hotel , Patton shouted across a crowded reception in the direction of Eisenhower "" I 'll see you in Calais ! "" .","Just three days before D-Day , during a reception in the London Ritz Hotel , Patton shouted across a crowded reception in the direction of Eisenhower, "" I 'll see you in Calais ! ""","Just three days before D-Day , during a reception in the London Ritz Hotel , Patton shouted across a crowded reception in the direction of {Eisenhower=>Eisenhower,} "" I 'll see you in Calais ! "" {.=>}"
fce_test_473,4,5,",",4,4,,U:PUNCT,2,"I was very surprised , when I saw that singers are n't so sophisticated and self-confident as they are written in the newspapers .",I was very surprised when I saw that singers are n't so sophisticated and self-confident as they are written about in the newspapers .,"I was very surprised {,=>} when I saw that singers are n't so sophisticated and self-confident as they are written {=>about} in the newspapers ."
fce_test_473,20,20,,19,20,about,M:PREP,2,"I was very surprised , when I saw that singers are n't so sophisticated and self-confident as they are written in the newspapers .",I was very surprised when I saw that singers are n't so sophisticated and self-confident as they are written about in the newspapers .,"I was very surprised {,=>} when I saw that singers are n't so sophisticated and self-confident as they are written {=>about} in the newspapers ."
wiki_test_469,1,2,after,1,2,thereafter,R:ADV,1,"Shortly after , abandoning the project altogether .","Shortly thereafter , abandoning the project altogether .","Shortly {after=>thereafter} , abandoning the project altogether ."
fce_dev_398,21,22,have,21,21,,U:VERB,3,"On the last day , we have arranged a small party in the hotel , then we all set up to have a sightseeing Bromley town center for about two hours before you leave for airport .","On the last day , we have arranged a small party in the hotel , then we all set up to go sightseeing at Bromley town center for about two hours before you leave for the airport .","On the last day , we have arranged a small party in the hotel , then we all set up to {have a=>go} sightseeing {=>at} Bromley town center for about two hours before you leave for {=>the} airport ."
fce_dev_398,22,23,a,21,22,go,R:OTHER,3,"On the last day , we have arranged a small party in the hotel , then we all set up to have a sightseeing Bromley town center for about two hours before you leave for airport .","On the last day , we have arranged a small party in the hotel , then we all set up to go sightseeing at Bromley town center for about two hours before you leave for the airport .","On the last day , we have arranged a small party in the hotel , then we all set up to {have a=>go} sightseeing {=>at} Bromley town center for about two hours before you leave for {=>the} airport ."
fce_dev_398,24,24,,23,24,at,M:PREP,3,"On the last day , we have arranged a small party in the hotel , then we all set up to have a sightseeing Bromley town center for about two hours before you leave for airport .","On the last day , we have arranged a small party in the hotel , then we all set up to go sightseeing at Bromley town center for about two hours before you leave for the airport .","On the last day , we have arranged a small party in the hotel , then we all set up to {have a=>go} sightseeing {=>at} Bromley town center for about two hours before you leave for {=>the} airport ."
fce_dev_398,35,35,,35,36,the,M:DET,3,"On the last day , we have arranged a small party in the hotel , then we all set up to have a sightseeing Bromley town center for about two hours before you leave for airport .","On the last day , we have arranged a small party in the hotel , then we all set up to go sightseeing at Bromley town center for about two hours before you leave for the airport .","On the last day , we have arranged a small party in the hotel , then we all set up to {have a=>go} sightseeing {=>at} Bromley town center for about two hours before you leave for {=>the} airport ."
wiki_dev_187,5,6,a,5,5,,U:DET,4,His best race finish was a fourth as highest and had he had one fifth and three sixth places .,"His best race finish was fourth place as highest, and he had one fifth and three sixth places .","His best race finish was {a=>} fourth {=>place} as {highest=>highest,} and {had=>} he had one fifth and three sixth places ."
